Date,Flight_No,Origin,Destination,Aircraft_Type,Capacity_KG,Booked_KG,Loaded_KG,Offloaded_KG,Revenue_INR,Delay_Minutes
2025-05-04,AI246,BOM,BLR,A320,18000,13594,13410,184,619233,60
2025-10-07,AI247,CCU,BLR,A320,18000,17422,16529,893,1051508,76
2025-07-15,AI248,DEL,BOM,A320,18000,15129,13978,1151,829977,24
2025-10-17,AI249,DEL,BOM,A320,18000,14434,13515,919,816965,0
2025-05-04,AI250,BOM,BLR,A320,18000,16260,15511,749,888436,8
2025-11-11,AI251,DEL,HYD,B787,35000,25666,25373,293,1356807,38
2025-05-24,AI252,CCU,BLR,A321,20000,16865,16124,741,942071,89
2025-09-13,AI253,CCU,DEL,A321,20000,13331,12431,900,666493,16
2025-02-26,AI254,DEL,BOM,A321,20000,19203,18885,318,1003798,5
2025-09-17,AI255,CCU,DEL,A320,18000,15044,14492,552,723743,5
2025-11-04,AI256,CCU,DEL,A321,20000,18797,18069,728,899578,76
2025-01-08,AI257,BOM,BLR,B787,35000,24047,23473,574,1351927,25
2025-01-14,AI258,BOM,BLR,B787,35000,30746,30173,573,1439856,75
2025-04-21,AI259,CCU,BLR,A320,18000,13695,13334,361,733278,5
2025-01-17,AI260,DEL,BOM,A320,18000,13694,13384,310,689376,68
2025-07-03,AI261,DEL,BOM,A320,18000,12263,11695,568,628853,4
2025-08-02,AI262,CCU,BLR,A321,20000,17587,16921,666,850977,76
2025-01-09,AI263,DEL,BOM,B787,35000,27519,25733,1786,1513970,45
2025-12-04,AI264,DEL,BOM,A320,18000,17078,16116,962,921633,21
2025-04-21,AI265,DEL,BOM,A320,18000,17569,16943,626,1047244,38
2025-10-09,AI266,DEL,BOM,A320,18000,16529,15812,717,877169,87
2025-04-24,AI267,DEL,HYD,A321,20000,14992,14418,574,769909,38
2025-01-11,AI268,DEL,HYD,A320,18000,15354,14246,1108,763668,69
2025-11-17,AI269,CCU,DEL,A321,20000,18666,17364,1302,986611,41
2025-07-28,AI270,DEL,HYD,B787,35000,30995,29965,1030,1944249,49
2025-10-12,AI271,DEL,HYD,B787,35000,22764,21852,912,1210654,82
2025-08-19,AI272,CCU,BLR,B787,35000,26980,25370,1610,1340831,19
2025-11-22,AI273,CCU,BLR,B787,35000,29927,29300,627,1584126,82
2025-07-09,AI274,DEL,BOM,A320,18000,13507,13220,287,743911,79
2025-01-03,AI275,BOM,BLR,B787,35000,30891,30318,573,1547702,39
2025-11-20,AI276,CCU,BLR,A320,18000,16057,15369,688,765076,15
2025-09-15,AI277,DEL,BOM,A321,20000,17056,16697,359,941435,79
2025-01-12,AI278,CCU,DEL,A321,20000,18712,17676,1036,904042,75
2025-05-02,AI279,DEL,BOM,A320,18000,16069,15474,595,699130,37
2025-02-03,AI280,DEL,HYD,A320,18000,15459,14280,1179,911520,30
2025-02-01,AI281,CCU,BLR,A321,20000,15690,15060,630,870997,18
2025-04-04,AI282,CCU,BLR,B787,35000,33495,31314,2181,1441603,61
2025-09-17,AI283,DEL,HYD,A321,20000,14064,13003,1061,738157,52
2025-10-07,AI284,BOM,BLR,A321,20000,19165,18605,560,1072209,69
2025-09-26,AI285,CCU,DEL,A320,18000,17571,16434,1137,990245,80
2025-09-22,AI286,DEL,HYD,A320,18000,16068,15696,372,726041,52
2025-11-23,AI287,DEL,HYD,B787,35000,30536,28219,2317,1683044,45
2025-02-17,AI288,CCU,BLR,A320,18000,15623,14694,929,905708,2
2025-12-09,AI289,BOM,BLR,A320,18000,12763,12151,612,647507,51
2025-03-17,AI290,DEL,HYD,B787,35000,33009,31470,1539,1594177,20
2025-09-03,AI291,CCU,DEL,A321,20000,13265,12560,705,739441,70
2025-04-12,AI292,DEL,BOM,A320,18000,13633,12868,765,675580,27
2025-01-17,AI293,DEL,BOM,A320,18000,17105,16665,440,998984,22
2025-10-14,AI294,DEL,HYD,A320,18000,15585,15049,536,926070,84
2025-05-09,AI295,DEL,BOM,A321,20000,19359,19157,202,925026,9
2025-03-10,AI296,DEL,HYD,A320,18000,16871,16394,477,940094,52
2025-01-10,AI297,BOM,BLR,B787,35000,30150,27752,2398,1552404,69
2025-02-28,AI298,DEL,HYD,A321,20000,15585,14614,971,928961,78
2025-02-13,AI299,CCU,BLR,A321,20000,15788,15177,611,687846,71
2025-09-04,AI200,DEL,HYD,A320,18000,12112,11531,581,718159,2
2025-12-28,AI201,CCU,DEL,A320,18000,15634,14932,702,851880,45
2025-06-24,AI202,CCU,BLR,A321,20000,16468,16038,430,755903,20
2025-06-17,AI203,CCU,DEL,A321,20000,18191,17785,406,960932,4
2025-05-22,AI204,CCU,BLR,A321,20000,17386,16576,810,979680,89
2025-03-16,AI205,BOM,BLR,A320,18000,14229,13909,320,726508,32
2025-04-13,AI206,DEL,HYD,B787,35000,28455,26607,1848,1271462,75
2025-03-01,AI207,DEL,HYD,A320,18000,15168,14946,222,825611,62
2025-08-12,AI208,CCU,BLR,A321,20000,14582,14272,310,663304,59
2025-07-23,AI209,DEL,HYD,A321,20000,14790,14125,665,673773,71
2025-03-18,AI210,CCU,BLR,A321,20000,13745,13532,213,766330,23
2025-04-05,AI211,DEL,BOM,A321,20000,15246,14396,850,829360,85
2025-12-13,AI212,DEL,HYD,A320,18000,14332,13647,685,825677,20
2025-01-27,AI213,DEL,BOM,A320,18000,14161,13077,1084,795132,4
2025-11-21,AI214,DEL,HYD,A321,20000,16546,15707,839,840719,22
2025-08-01,AI215,BOM,BLR,A321,20000,17357,16318,1039,746412,34
2025-01-21,AI216,DEL,BOM,A321,20000,14530,14183,347,675691,21
2025-03-26,AI217,DEL,BOM,A320,18000,15002,14640,362,883642,42
2025-05-21,AI218,CCU,BLR,A320,18000,15467,14459,1008,652916,71
2025-11-04,AI219,DEL,HYD,A321,20000,19025,18691,334,1106226,39
2025-11-06,AI220,DEL,HYD,B787,35000,29433,28772,661,1590330,79
2025-04-24,AI221,CCU,BLR,B787,35000,24775,23319,1456,1291733,3
2025-09-20,AI222,CCU,BLR,A320,18000,17198,16551,647,998198,17
2025-03-25,AI223,DEL,BOM,A320,18000,17239,16654,585,1063881,37
2025-09-25,AI224,DEL,HYD,A320,18000,12584,12161,423,706855,46
2025-07-01,AI225,DEL,BOM,A320,18000,17142,16085,1057,805709,72
2025-02-18,AI226,DEL,HYD,B787,35000,33910,33385,525,1859953,47
2025-12-06,AI227,BOM,BLR,A321,20000,13804,12713,1091,676994,63
2025-07-19,AI228,BOM,BLR,A320,18000,12559,12348,211,704378,78
2025-03-04,AI229,CCU,DEL,A320,18000,14256,13246,1010,799559,48
2025-11-18,AI230,DEL,HYD,A320,18000,17114,16153,961,1022055,63
2025-04-18,AI231,CCU,DEL,B787,35000,34237,33219,1018,1726599,27
2025-07-11,AI232,CCU,DEL,A321,20000,17353,16070,1283,921648,37
2025-04-15,AI233,BOM,BLR,A321,20000,13744,12769,975,639832,3
2025-06-18,AI234,CCU,DEL,A321,20000,16856,16278,578,898600,51
2025-02-28,AI235,DEL,HYD,A320,18000,16740,16112,628,962329,58
2025-06-27,AI236,BOM,BLR,A320,18000,16955,16714,241,956571,84
2025-02-16,AI237,CCU,BLR,B787,35000,28540,27255,1285,1601450,11
2025-10-06,AI238,DEL,BOM,A320,18000,12873,12585,288,683772,46
2025-02-03,AI239,CCU,DEL,A320,18000,14020,13577,443,764406,62
2025-04-10,AI240,DEL,BOM,A321,20000,15493,14277,1216,682484,7
2025-08-05,AI241,CCU,DEL,A320,18000,15977,15300,677,721864,43
2025-11-15,AI242,CCU,DEL,A320,18000,16207,15631,576,719503,10
2025-05-17,AI243,CCU,DEL,A321,20000,14479,14320,159,752286,71
2025-06-05,AI244,DEL,BOM,A321,20000,18986,18261,725,889667,67
2025-02-26,AI245,DEL,BOM,B787,35000,27466,26851,615,1221058,24
2025-12-04,AI246,DEL,HYD,A320,18000,16768,16012,756,926948,64
2025-08-23,AI247,CCU,BLR,A321,20000,15665,14428,1237,751140,18
2025-01-09,AI248,DEL,BOM,B787,35000,26761,24970,1791,1195037,14
2025-01-28,AI249,CCU,BLR,A320,18000,13030,12224,806,638345,31
2025-03-03,AI250,CCU,DEL,A321,20000,17429,16787,642,992557,7
2025-10-15,AI251,DEL,HYD,B787,35000,32003,30295,1708,1910862,59
2025-07-13,AI252,DEL,BOM,B787,35000,27247,25722,1525,1465666,8
2025-06-10,AI253,CCU,BLR,B787,35000,32490,30193,2297,1549269,44
2025-06-03,AI254,CCU,DEL,A320,18000,17399,16027,1372,898018,68
2025-12-11,AI255,CCU,DEL,A321,20000,18920,18714,206,1052517,35
2025-08-09,AI256,CCU,BLR,A321,20000,15933,15499,434,901345,82
2025-04-13,AI257,DEL,BOM,A320,18000,13405,12589,816,761342,32
2025-03-16,AI258,BOM,BLR,B787,35000,28302,27465,837,1678006,24
2025-03-20,AI259,CCU,BLR,A321,20000,14364,13705,659,714522,74
2025-03-21,AI260,DEL,BOM,A320,18000,14435,13753,682,841855,34
2025-03-10,AI261,CCU,DEL,B787,35000,29965,28057,1908,1547470,39
2025-06-01,AI262,BOM,BLR,A320,18000,15839,15190,649,858929,9
2025-09-12,AI263,DEL,BOM,A320,18000,14944,14645,299,829977,88
2025-07-25,AI264,BOM,BLR,A321,20000,16021,14973,1048,965539,77
2025-11-21,AI265,BOM,BLR,A321,20000,17977,16766,1211,843275,61
2025-02-25,AI266,DEL,HYD,B787,35000,26439,25129,1310,1439225,54
2025-04-19,AI267,DEL,HYD,A320,18000,13438,12943,495,727561,0
2025-01-09,AI268,CCU,BLR,A321,20000,14896,13910,986,683567,83
2025-01-23,AI269,DEL,HYD,A320,18000,16475,15610,865,954622,56
2025-09-09,AI270,BOM,BLR,A321,20000,15274,14749,525,920221,11
2025-07-03,AI271,CCU,BLR,A320,18000,15251,14999,252,915254,44
2025-05-12,AI272,DEL,HYD,A320,18000,14641,14243,398,781878,35
2025-06-12,AI273,CCU,BLR,A321,20000,18030,17580,450,831333,54
2025-11-18,AI274,CCU,BLR,A320,18000,17247,16168,1079,900271,12
2025-12-27,AI275,CCU,BLR,A321,20000,18175,16749,1426,917363,10
2025-04-12,AI276,DEL,HYD,A321,20000,15529,15302,227,825431,27
2025-01-23,AI277,BOM,BLR,A321,20000,15403,14727,676,707627,45
2025-09-07,AI278,DEL,BOM,B787,35000,30458,28907,1551,1413361,24
2025-12-23,AI279,CCU,DEL,A320,18000,15901,15390,511,808893,2
2025-09-10,AI280,CCU,DEL,B787,35000,23991,22174,1817,1249773,48
2025-10-10,AI281,CCU,DEL,A321,20000,17169,15865,1304,1010383,26
2025-05-15,AI282,DEL,BOM,A321,20000,14494,14123,371,738974,61
2025-03-15,AI283,DEL,HYD,A321,20000,17768,16657,1111,818932,31
2025-10-25,AI284,CCU,BLR,A321,20000,16587,16337,250,976244,23
2025-03-26,AI285,DEL,BOM,A320,18000,15767,15096,671,736754,80
2025-12-20,AI286,CCU,DEL,A321,20000,18777,17568,1209,942815,53
2025-05-18,AI287,DEL,BOM,B787,35000,23075,22742,333,1144926,64
2025-01-24,AI288,BOM,BLR,B787,35000,23817,23056,761,1217172,41
2025-07-26,AI289,CCU,BLR,A320,18000,15340,14779,561,933329,72
2025-06-28,AI290,DEL,HYD,A321,20000,16604,15570,1034,841160,48
2025-07-26,AI291,CCU,DEL,A321,20000,18051,17262,789,896751,44
2025-01-08,AI292,DEL,BOM,A320,18000,15926,14683,1243,876398,17
2025-03-08,AI293,DEL,BOM,A320,18000,15210,14836,374,761928,32
2025-02-03,AI294,DEL,BOM,A321,20000,13332,12344,988,780679,8
2025-12-24,AI295,BOM,BLR,A321,20000,16717,15564,1153,1005212,1
2025-10-23,AI296,DEL,BOM,A321,20000,17981,16617,1364,879961,38
2025-08-19,AI297,DEL,BOM,B787,35000,33201,31199,2002,1829006,41
2025-04-01,AI298,BOM,BLR,A321,20000,15339,14476,863,938711,54
2025-01-02,AI299,BOM,BLR,B787,35000,28028,26649,1379,1471193,9
2025-10-17,AI200,DEL,BOM,A321,20000,17827,17051,776,942327,34
2025-06-25,AI201,BOM,BLR,A320,18000,15622,14894,728,786147,59
2025-07-01,AI202,CCU,DEL,A320,18000,15690,14876,814,675273,74
2025-06-18,AI203,CCU,BLR,A321,20000,15454,14240,1214,743079,80
2025-07-22,AI204,DEL,BOM,A320,18000,13857,13664,193,700492,26
2025-12-22,AI205,CCU,BLR,B787,35000,22902,22555,347,1272879,15
2025-12-06,AI206,CCU,DEL,A321,20000,14199,13706,493,637033,42
2025-01-21,AI207,DEL,HYD,A321,20000,15035,13867,1168,641284,40
2025-09-08,AI208,BOM,BLR,A321,20000,16939,16045,894,960876,41
2025-02-03,AI209,DEL,HYD,B787,35000,24973,23777,1196,1075103,12
2025-04-01,AI210,DEL,BOM,A321,20000,16042,14983,1059,858903,65
2025-07-07,AI211,CCU,BLR,A320,18000,15953,14683,1270,686433,85
2025-08-12,AI212,DEL,HYD,A321,20000,16363,15657,706,878367,74
2025-05-01,AI213,CCU,DEL,A321,20000,14045,13189,856,747320,11
2025-04-01,AI214,DEL,BOM,A320,18000,12593,11961,632,651181,56
2025-01-01,AI215,CCU,BLR,A321,20000,14279,13930,349,889294,10
2025-03-08,AI216,DEL,HYD,A320,18000,16146,15974,172,854678,78
2025-03-22,AI217,DEL,BOM,A321,20000,13653,12893,760,750789,53
2025-11-28,AI218,BOM,BLR,A321,20000,18913,18073,840,1082656,75
2025-02-25,AI219,DEL,HYD,A321,20000,15556,15155,401,800800,61
2025-05-27,AI220,BOM,BLR,A320,18000,14449,14127,322,679710,9
2025-11-25,AI221,DEL,HYD,A321,20000,13448,13233,215,849706,14
2025-09-18,AI222,DEL,BOM,A321,20000,16023,15802,221,917300,7
2025-05-20,AI223,BOM,BLR,B787,35000,23441,22504,937,1364894,37
2025-06-07,AI224,CCU,DEL,A320,18000,15595,15428,167,823821,30
2025-05-06,AI225,CCU,BLR,A321,20000,19036,17659,1377,922485,45
2025-06-27,AI226,DEL,HYD,A320,18000,17451,16420,1031,949775,1
2025-04-25,AI227,CCU,DEL,A321,20000,16863,16023,840,843280,28
2025-08-10,AI228,CCU,DEL,A321,20000,17388,16942,446,1066627,15
2025-10-01,AI229,DEL,HYD,A321,20000,16967,16144,823,757896,10
2025-08-12,AI230,DEL,HYD,A321,20000,16388,16214,174,845699,11
2025-01-03,AI231,DEL,BOM,B787,35000,29781,29161,620,1508026,33
2025-04-09,AI232,CCU,BLR,B787,35000,32927,31098,1829,1915923,43
2025-10-08,AI233,DEL,HYD,B787,35000,23019,22325,694,1393104,13
2025-03-23,AI234,DEL,BOM,A321,20000,18140,17733,407,871440,48
2025-06-22,AI235,CCU,DEL,B787,35000,32706,31126,1580,1424110,73
2025-05-03,AI236,CCU,BLR,A321,20000,16043,15050,993,733989,51
2025-12-12,AI237,BOM,BLR,A321,20000,18155,16834,1321,904295,77
2025-08-28,AI238,DEL,HYD,B787,35000,26625,25623,1002,1433120,3
2025-10-14,AI239,DEL,BOM,A321,20000,13563,13062,501,785001,33
2025-07-21,AI240,CCU,BLR,A321,20000,13067,12836,231,697204,20
2025-01-18,AI241,DEL,HYD,B787,35000,26578,25535,1043,1284656,88
2025-10-02,AI242,DEL,HYD,A320,18000,15679,14519,1160,864455,2
2025-02-21,AI243,BOM,BLR,A321,20000,15085,14534,551,728103,77
2025-07-05,AI244,CCU,DEL,A320,18000,12727,11788,939,759146,3
2025-10-22,AI245,CCU,BLR,A320,18000,16152,14920,1232,871826,1
2025-10-21,AI246,BOM,BLR,A321,20000,18462,17603,859,829056,51
2025-01-22,AI247,DEL,HYD,A321,20000,13418,13191,227,744460,30
2025-11-25,AI248,BOM,BLR,A320,18000,12610,11993,617,540754,42
2025-09-13,AI249,BOM,BLR,A321,20000,16032,15364,668,724445,29
2025-04-27,AI250,DEL,HYD,B787,35000,25049,23638,1411,1321492,46
2025-09-24,AI251,DEL,HYD,B787,35000,33409,31654,1755,1502287,26
2025-05-21,AI252,CCU,BLR,B787,35000,25022,23856,1166,1394173,39
2025-04-13,AI253,CCU,DEL,B787,35000,31704,29684,2020,1416181,87
2025-11-24,AI254,BOM,BLR,A321,20000,14718,13767,951,659253,71
2025-08-13,AI255,DEL,BOM,B787,35000,22932,22537,395,1412965,9
2025-05-04,AI256,CCU,BLR,A320,18000,17302,16112,1190,1035052,15
2025-03-22,AI257,CCU,DEL,A320,18000,12501,11705,796,608126,58
2025-06-15,AI258,CCU,DEL,A320,18000,12411,12176,235,728119,21
2025-02-24,AI259,DEL,BOM,A321,20000,19488,18253,1235,933386,41
2025-03-08,AI260,DEL,HYD,A320,18000,17148,16123,1025,972190,75
2025-08-18,AI261,BOM,BLR,A321,20000,15483,14555,928,679597,27
2025-05-02,AI262,BOM,BLR,B787,35000,31853,30061,1792,1659435,74
2025-06-19,AI263,DEL,HYD,A320,18000,14390,13369,1021,708684,58
2025-01-10,AI264,BOM,BLR,A320,18000,14734,13907,827,714437,47
2025-06-13,AI265,CCU,DEL,A321,20000,17448,16678,770,960007,77
2025-08-12,AI266,DEL,BOM,A321,20000,14079,13329,750,866161,57
2025-10-08,AI267,CCU,BLR,B787,35000,32846,32142,704,1787897,27
2025-11-24,AI268,CCU,BLR,A321,20000,16585,16351,234,998860,17
2025-05-18,AI269,BOM,BLR,B787,35000,24286,23644,642,1352955,76
2025-11-16,AI270,CCU,BLR,A321,20000,18599,17968,631,833852,47
2025-04-06,AI271,DEL,HYD,A321,20000,13099,12432,667,592731,83
2025-03-18,AI272,BOM,BLR,A320,18000,16360,16005,355,822763,80
2025-11-06,AI273,CCU,BLR,B787,35000,24779,24396,383,1128638,1
2025-12-17,AI274,CCU,BLR,B787,35000,30755,30362,393,1629577,45
2025-11-06,AI275,CCU,DEL,B787,35000,24547,23669,878,1122185,48
2025-06-14,AI276,CCU,BLR,B787,35000,25019,23669,1350,1341186,18
2025-01-04,AI277,CCU,BLR,A320,18000,15533,14775,758,957273,28
2025-04-25,AI278,BOM,BLR,B787,35000,32785,30653,2132,1646195,14
2025-07-27,AI279,BOM,BLR,A321,20000,18779,17750,1029,1061993,50
2025-10-27,AI280,CCU,DEL,A320,18000,17458,17169,289,873894,20
2025-05-19,AI281,BOM,BLR,A321,20000,14174,13721,453,851451,14
2025-09-02,AI282,CCU,DEL,A320,18000,17134,16381,753,748249,42
2025-02-21,AI283,CCU,BLR,A321,20000,18701,18064,637,973788,43
2025-12-04,AI284,CCU,DEL,A321,20000,15660,14581,1079,849730,59
2025-04-12,AI285,CCU,BLR,A321,20000,18676,18091,585,1063903,61
2025-05-17,AI286,CCU,DEL,A321,20000,14028,13886,142,636681,47
2025-03-25,AI287,CCU,BLR,A321,20000,16783,16240,543,970944,9
2025-07-22,AI288,DEL,HYD,B787,35000,24186,23464,722,1416732,69
2025-07-18,AI289,DEL,HYD,A320,18000,12628,12383,245,557332,72
2025-09-28,AI290,BOM,BLR,B787,35000,32278,30066,2212,1812753,47
2025-10-21,AI291,DEL,BOM,A321,20000,19274,17969,1305,868084,69
2025-02-01,AI292,CCU,DEL,A321,20000,17077,15982,1095,734243,25
2025-12-19,AI293,BOM,BLR,B787,35000,25842,24282,1560,1132764,11
2025-11-27,AI294,DEL,BOM,B787,35000,26921,25025,1896,1227103,18
2025-06-15,AI295,DEL,HYD,A320,18000,12290,11972,318,619163,82
2025-08-07,AI296,BOM,BLR,A321,20000,17245,16221,1024,1036649,4
2025-04-18,AI297,DEL,BOM,B787,35000,28237,27078,1159,1413571,80
2025-03-11,AI298,DEL,BOM,A320,18000,12268,11815,453,556585,73
2025-01-12,AI299,BOM,BLR,B787,35000,32971,30603,2368,1417052,76
2025-10-08,AI200,BOM,BLR,A321,20000,18636,17907,729,877491,42
2025-01-03,AI201,DEL,HYD,A320,18000,17167,16382,785,813306,43
2025-04-24,AI202,CCU,BLR,A321,20000,15671,15499,172,815749,65
2025-11-07,AI203,CCU,DEL,A320,18000,17221,16211,1010,862630,84
2025-09-25,AI204,CCU,DEL,B787,35000,30686,30296,390,1890417,34
2025-03-11,AI205,DEL,HYD,B787,35000,31877,29348,2529,1579796,52
2025-11-22,AI206,CCU,DEL,A320,18000,16826,15770,1056,742943,75
2025-12-05,AI207,BOM,BLR,B787,35000,29368,27692,1676,1557705,59
2025-01-15,AI208,CCU,BLR,B787,35000,32583,30409,2174,1942289,88
2025-06-04,AI209,DEL,BOM,B787,35000,34039,32129,1910,1806472,77
2025-06-08,AI210,CCU,DEL,A321,20000,18063,17236,827,919318,62
2025-07-14,AI211,CCU,BLR,B787,35000,27243,26963,280,1660471,59
2025-02-24,AI212,CCU,BLR,A321,20000,13718,13052,666,718127,78
2025-02-13,AI213,CCU,BLR,A321,20000,15995,15692,303,933431,88
2025-12-18,AI214,DEL,BOM,A321,20000,13877,13174,703,802473,48
2025-06-15,AI215,DEL,HYD,B787,35000,29589,27299,2290,1369530,61
2025-03-09,AI216,CCU,BLR,B787,35000,24977,24701,276,1133938,36
2025-03-24,AI217,CCU,DEL,A320,18000,17335,16893,442,801820,9
2025-06-13,AI218,DEL,HYD,A321,20000,15987,15457,530,738786,47
2025-10-22,AI219,CCU,BLR,A321,20000,13675,13036,639,629752,57
2025-11-14,AI220,BOM,BLR,A320,18000,15716,15039,677,821664,29
2025-12-24,AI221,BOM,BLR,A320,18000,13407,13041,366,591968,65
2025-01-12,AI222,CCU,DEL,A320,18000,15761,14907,854,686290,57
2025-07-14,AI223,CCU,DEL,A321,20000,18901,17903,998,942945,43
2025-04-20,AI224,CCU,DEL,A320,18000,17045,16290,755,886265,45
2025-01-02,AI225,DEL,HYD,A320,18000,13592,13432,160,667730,48
2025-02-22,AI226,BOM,BLR,A321,20000,14063,13598,465,744017,10
2025-11-23,AI227,CCU,BLR,B787,35000,30772,28590,2182,1418660,36
2025-02-17,AI228,CCU,DEL,A320,18000,14480,14088,392,846300,41
2025-07-09,AI229,CCU,DEL,A320,18000,12730,11809,921,548623,3
2025-12-19,AI230,CCU,DEL,B787,35000,31166,29010,2156,1631433,55
2025-11-11,AI231,DEL,BOM,B787,35000,32971,32270,701,1884267,37
2025-07-14,AI232,DEL,BOM,A320,18000,11730,11215,515,573719,2
2025-08-14,AI233,BOM,BLR,A321,20000,17821,17544,277,809479,66
2025-07-20,AI234,BOM,BLR,B787,35000,25424,24356,1068,1438978,19
2025-12-19,AI235,DEL,BOM,A320,18000,17289,16033,1256,727548,42
2025-10-02,AI236,CCU,BLR,A321,20000,18425,17088,1337,838004,2
2025-08-25,AI237,DEL,HYD,A320,18000,14962,14410,552,891695,62
2025-04-22,AI238,DEL,HYD,A321,20000,13265,12205,1060,667896,47
2025-02-01,AI239,DEL,HYD,A321,20000,19319,17820,1499,1097354,22
2025-08-25,AI240,CCU,DEL,A321,20000,16521,15651,870,1016949,10
2025-10-24,AI241,DEL,BOM,B787,35000,27262,26671,591,1224698,81
2025-11-25,AI242,DEL,HYD,A321,20000,16411,15444,967,891185,36
2025-12-20,AI243,DEL,BOM,A320,18000,15089,14227,862,843714,75
2025-08-25,AI244,CCU,DEL,A321,20000,14691,14123,568,722578,10
2025-05-27,AI245,BOM,BLR,A320,18000,14272,13704,568,734845,89
2025-02-28,AI246,CCU,DEL,B787,35000,26393,24365,2028,1567859,48
2025-09-17,AI247,DEL,HYD,A320,18000,14307,13909,398,840273,76
2025-11-12,AI248,BOM,BLR,A321,20000,18093,17407,686,921853,38
2025-06-01,AI249,DEL,HYD,B787,35000,30718,29106,1612,1505275,65
2025-08-19,AI250,DEL,BOM,A320,18000,15494,14902,592,876553,43
2025-03-04,AI251,DEL,HYD,A320,18000,13991,13296,695,618347,37
2025-02-14,AI252,CCU,DEL,A321,20000,16800,16212,588,774159,13
2025-08-26,AI253,CCU,BLR,A321,20000,18028,16742,1286,1046519,32
2025-09-23,AI254,DEL,HYD,A321,20000,14276,13481,795,780087,49
2025-05-26,AI255,BOM,BLR,B787,35000,22808,22297,511,1026388,40
2025-01-09,AI256,BOM,BLR,A320,18000,13100,12964,136,605732,9
2025-04-04,AI257,CCU,DEL,A320,18000,15026,13995,1031,885137,1
2025-02-28,AI258,CCU,DEL,A321,20000,15056,13858,1198,744118,58
2025-07-09,AI259,BOM,BLR,A321,20000,19050,18563,487,1195791,2
2025-08-27,AI260,CCU,DEL,A321,20000,13128,12805,323,819854,23
2025-12-09,AI261,DEL,BOM,A321,20000,18355,17605,750,873443,27
2025-07-19,AI262,DEL,HYD,B787,35000,29529,28986,543,1880402,70
2025-04-03,AI263,BOM,BLR,A320,18000,14933,13749,1184,789245,79
2025-03-16,AI264,CCU,BLR,A320,18000,16091,14960,1131,865839,41
2025-05-19,AI265,BOM,BLR,B787,35000,32936,30422,2514,1704719,65
2025-11-16,AI266,DEL,BOM,B787,35000,24385,23680,705,1198474,19
2025-06-10,AI267,CCU,DEL,A321,20000,16245,15179,1066,907812,54
2025-01-08,AI268,CCU,BLR,A321,20000,17763,17458,305,981366,52
2025-11-06,AI269,CCU,BLR,B787,35000,26633,26006,627,1509187,81
2025-06-16,AI270,DEL,BOM,A321,20000,18553,18186,367,1076418,52
2025-11-02,AI271,BOM,BLR,A321,20000,15604,14696,908,869038,64
2025-02-02,AI272,BOM,BLR,A321,20000,16636,15959,677,882082,84
2025-04-28,AI273,DEL,BOM,A320,18000,15247,14711,536,672426,68
2025-02-05,AI274,CCU,DEL,B787,35000,28980,27054,1926,1370935,48
2025-08-03,AI275,DEL,HYD,A321,20000,13188,12706,482,752366,22
2025-01-08,AI276,BOM,BLR,B787,35000,25493,24085,1408,1230439,23
2025-10-17,AI277,CCU,DEL,A321,20000,19400,18237,1163,912487,86
2025-11-21,AI278,CCU,BLR,A321,20000,18409,17575,834,941898,76
2025-12-12,AI279,DEL,BOM,A321,20000,13029,12282,747,721264,34
2025-03-20,AI280,CCU,DEL,A321,20000,13859,13005,854,754236,48
2025-12-19,AI281,CCU,BLR,B787,35000,22944,22645,299,1430346,50
2025-12-09,AI282,CCU,DEL,A321,20000,15688,14514,1174,819721,72
2025-07-01,AI283,DEL,BOM,B787,35000,25961,24395,1566,1329387,82
2025-11-07,AI284,DEL,BOM,A320,18000,14708,14341,367,862328,76
2025-02-27,AI285,DEL,BOM,A320,18000,14939,14091,848,704877,43
2025-03-23,AI286,DEL,HYD,A321,20000,19560,18951,609,960740,26
2025-08-08,AI287,BOM,BLR,B787,35000,23141,21836,1305,1105258,74
2025-04-15,AI288,DEL,HYD,A321,20000,16457,16079,378,960157,49
2025-09-23,AI289,DEL,BOM,A321,20000,15116,14861,255,741380,43
2025-10-13,AI290,CCU,DEL,A321,20000,17365,16526,839,954967,63
2025-10-20,AI291,CCU,BLR,B787,35000,23017,22389,628,1306881,50
2025-04-14,AI292,DEL,BOM,A320,18000,13419,12462,957,647518,40
2025-07-04,AI293,CCU,BLR,B787,35000,25545,25220,325,1391686,53
2025-07-07,AI294,BOM,BLR,A320,18000,12305,11775,530,763285,56
2025-01-08,AI295,DEL,BOM,A321,20000,17790,16579,1211,783455,33
2025-07-09,AI296,CCU,BLR,B787,35000,26064,25492,572,1600698,57
2025-07-12,AI297,BOM,BLR,A320,18000,14046,12993,1053,770768,27
2025-12-15,AI298,CCU,DEL,A321,20000,16681,15846,835,866094,7
2025-08-24,AI299,DEL,BOM,A321,20000,13072,12870,202,643472,89
2025-06-23,AI200,DEL,HYD,B787,35000,26232,24216,2016,1135436,61
2025-02-19,AI201,CCU,DEL,A321,20000,18132,17096,1036,782540,55
2025-11-07,AI202,BOM,BLR,A321,20000,13181,12670,511,776523,30
2025-05-18,AI203,DEL,BOM,B787,35000,33700,31299,2401,1511193,89
2025-11-06,AI204,CCU,DEL,A320,18000,13960,12922,1038,805798,61
2025-10-26,AI205,DEL,HYD,A320,18000,12045,11627,418,544669,84
